id	english_technical_name	arabic_technical_name	arabic_layperson_synonym	arabic_definition
HP:0100822	Rectocele	القيلة المستقيمية	فتق المستقيم في المهبل	تنشأ القيلة المستقيمية من تمزق في الحاجز المستقيمي المهبلي (وهو عادةً حاجز قوي ليفي يشبه الورقة بين المستقيم والمهبل). يبرز نسيج المستقيم من خلال هذا التمزق إلى المهبل كفتق. هناك سببان رئيسيان لهذا التمزق: الولادة وجراحة استئصال الرحم.
HP:0100823	Genital hernia	الفتق التناسلي	الفتق في الأعضاء التناسلية	الفتق الذي يؤثر على منطقة الأعضاء التناسلية.
HP:0100825	Cheilitis	التهاب الشفة	التهاب الشفة	التهاب في الشفة.
HP:0100826	Neoplasm of the nail	ورم الأظافر	ورم في الأظافر	ورم (نمو غير عادي للأنسجة) في الظفر.
HP:0100827	Increased total lymphocyte count	زيادة تعداد الخلايا اللمفاوية الكلي	زيادة عدد الخلايا اللمفاوية	زيادة في العدد أو النسبة المئوية من الخلايا اللمفاوية في الدم.
HP:0100828	Increased total T cell count	زيادة تعداد خلايا تي الكلي	زيادة عدد خلايا تي	العدد المطلق لخلايا تي في حجم معين أعلى من الحد الأعلى الطبيعي.
HP:0100807	Long fingers	أصابع طويلة	أصابع طويلة	الأصبع الوسطى أطول بأكثر من انحرافين معياريين عن المتوسط للعمر الحملي أو فوق المئين السابع والتسعين للأطفال. والأصابع الخمسة تحتفظ بنسبة طولها الطبيعية بالنسبة لبعضها البعض، أو أصابع تبدو أطول بشكل غير متناسب مقارنةً براحة اليد.
HP:0100808	Gastric diverticulum	رتج معدي	جيب في المعدة	نتوء في جدار المعدة.
HP:0100809	Scalp tenderness	حنان في فروة الرأس	ألم في فروة الرأس	ألم أو انزعاج في فروة الرأس يظهر عند تحسسها.
HP:0100810	Pointed helix	أذن ذات لولب مدبب	أذن مدببة	اللولب المدبب هو تغيير في شكل الأذن حيث تكون نهايته مدببة بشكل ملحوظ.
HP:0100811	Aplasia/Hypoplasia of the colon	عدم التكوين/نقص التكون للقولون	عدم تكوين أو قولون صغير	غياب خلقي أو نمو غير كامل للقولون.
HP:0100812	Halitosis	رائحة الفم الكريهة	رائحة الفم الكريهة	روائح غير محببة تخرج أثناء التنفس.
HP:0100813	Testicular torsion	التواء الخصية	التواء الخصية	التواء في الحبل المنوي للخصية يؤدي إلى قطع تدفق الدم إليها. الأعراض الأكثر شيوعاً هي ألم حاد في الخصية.
HP:0100814	Blue nevus	وحمة زرقاء	وحمة زرقاء	وحمة منفردة زرقاء، ناعمة السطح وعادة مستديرة أو بيضوية. يتميز علم الأنسجة لمختلف أنواع الوحمة الزرقاء بتكاثر عمودي أو بصلي الشكل لخلايا نائمة، خلايا صبغية شجرية، وحاملات الصبغ في أدمة متصلبة أو تحت الجلد.
HP:0100816	Lip hyperpigmentation	فرط التصبغ الشفوي	تغمق في لون الشفاه	فرط التصبغ الشفوي هو زيادة في صبغيات الشفاه مما يؤدي إلى تغمق لونها.
HP:0100817	Renovascular hypertension	ارتفاع ضغط الدم الوعائي الكلوي	ارتفاع ضغط الدم بسبب الكلية	وجود ارتفاع في ضغط الدم مرتبط بتضيق الشريان الكلوي.
HP:0007881	Central corneal dystrophy	اعتلال القرنية المركزي	ضبابية مركزية في القرنية	حالة تؤدي إلى تعكر في الحيز المركزي من القرنية.
HP:0007885	Slowed horizontal saccades	بطء حركة العين الأفقية السريعة	بطء حركة العين الأفقية	سرعة حركات العين السريعة الأفقية أبطأ من المعتاد بشكل غير طبيعي.
HP:0007886	Absent extraocular muscles	غياب العضلات خارج العين	عدم وجود عضلات العين	غياب خلقي للعضلات التي تحرك العين خارجياً.
HP:0007889	Iridescent posterior subcapsular cataract	إعتام عدسة العين الخلفي تحت المحفظة متقزح اللون	إعتام عدسة العين الخلفي الملون	نوع من إعتام عدسة العين تحت المحفظة يتميز بلون متقزح.
HP:0007892	Hypoplasia of the lacrimal punctum	تنسج غير كامل للنقطة الدمعية	نمو غير كامل للنقطة الدمعية	نمو غير مكتمل للنقاط الدمعية.
HP:0007894	Fundus hypopigmentation	نقص تصبغ قاع العين	قلة التصبغ في قاع العين	انخفاض في التصبغ العام أو البؤري لقاع العين، والذي يتم تقييمه في سياق لون الجلد والشعر. قد يكشف تنظير القاع عن مستويات منخفضة من التصبغ.
HP:0007899	Retinal nonattachment	عدم التصاق الشبكية	عدم ارتباط الشبكية	فشل التصاق الشبكية أثناء التطور.
HP:0011515	Abnormal stereopsis	خلل في الرؤية المجسمة	مشاكل في رؤية العمق	عدم القدرة على إجراء التمييزات الدقيقة للعمق بناءً على التوازي الذي توفره وضعية العينين المختلفة على الرأس.
HP:0011516	Achromatopsia	عمه الألوان	عجز عن تمييز الألوان	حالة لا تحتوي فيها الشبكية على خلايا مخروطية وظيفية، وبالتالي يعاني الفرد ليس فقط من عدم القدرة على تمييز الألوان، بل وصعوبة في الرؤية في الأضواء ذات الكثافة الطبيعية.
HP:0011517	Cone monochromacy	عمه اللون المخروطي	مشاكل في تمييز الألوان	حالة يكون فيها لدى الفرد خلايا عصوية ومخروطية، ولكن نوع واحد فقط من الخلايا المخروطية. الأفراد المصابون لديهم رؤية جيدة للنماذج في ضوء النهار، ولكن لا يمكنهم التمييز بين الألوان.
HP:0011518	Dichromacy	الديروماتسي	عجز رؤية اللون	الأفراد الذين يعانون من الديروماتسي لديهم نوعين فقط من المخاريط بدلاً من ثلاثة.
HP:0011519	Anomalous trichromacy	ثلاثي الألوان الشاذ	تغيير ألوان غير طبيعي	الأفراد الذين يعانون من ثلاثي الألوان الشاذ يمتلكون ثلاثة أنواع من المخاريط، ولكن أحد هذه الأنواع لديه حساسية طيفية غير طبيعية مقارنة بالمخاريط الطبيعية.
HP:0011520	Deuteranomaly	شذوذ الألوان الأخضر	ضعف التمييز بين الأحمر والأخضر	نوع من شذوذ الثلاثي الألوان المرتبط بصبغ فوتو أم الشاذ بحيث يتم تحويل طيف الامتصاص نحو طول الموجة الطويلة. الأفراد المتأثرون يواجهون صعوبة في التمييز بين الأحمر والأخضر.
HP:0011521	Deuteranopia	عمى اللون الأخضر	عدم تمييز الأخضر	عدم وجود تام لصبغة فوتو أم، والتي يتم استبدالها بصبغة فوتو إل. الأفراد المتأثرون يميلون إلى الخلط بين الأحمر والأخضر.
HP:0011522	Protanopia	عمى اللون الأحمر	عدم تمييز الأحمر	العُصي الزرقاء والخضراء فقط؛ لا توجد عُصي حمراء وظيفية.
HP:0011523	Iris cyst	كيس القزحية	كيس في القزحية	يتكون كيس القزحية من طبقة واحدة من الخلايا الظهارية ومملوءة بسائل.
HP:0011524	Iris melanoma	ورم قزحية الميلانوما	ورم خبيث في القزحية	ورم خبيث من الخلايا الميلانية الذي يؤثر على القزحية.
HP:0011525	Iris nevus	وحمة القزحية	نمش في العين	منطقة بنية مصبوغة حميدة فوق القزحية تمثل تكاثر خلايا الميلانية في الطبقة اللحمية من القزحية. يمكن أن تكون وحمة القزحية مسطحة أو مرتفعة قليلاً.
